,round,answer,start,update,answeredInRound
49,110680464442257320753,229391590000,1706439347,1706439347,110680464442257320753
50,110680464442257320752,229628009327,1706435735,1706435735,110680464442257320752
51,110680464442257320751,230009789323,1706434871,1706434871,110680464442257320751
52,110680464442257320750,228700171913,1706432135,1706432135,110680464442257320750
53,110680464442257320749,228290920000,1706428835,1706428835,110680464442257320749
54,110680464442257320748,228310355000,1706428535,1706428535,110680464442257320748
55,110680464442257320747,228624442000,1706424935,1706424935,110680464442257320747
56,110680464442257320746,228913000000,1706421335,1706421335,110680464442257320746
57,110680464442257320745,229609357000,1706417735,1706417735,110680464442257320745
58,110680464442257320744,229679420000,1706417495,1706417495,110680464442257320744
59,110680464442257320743,228257602000,1706414135,1706414135,110680464442257320743
60,110680464442257320742,227976049104,1706410535,1706410535,110680464442257320742
61,110680464442257320741,227960000000,1706406923,1706406923,110680464442257320741
62,110680464442257320740,227930730000,1706404823,1706404823,110680464442257320740
63,110680464442257320739,226763090000,1706403323,1706403323,110680464442257320739
64,110680464442257320738,226742930000,1706399723,1706399723,110680464442257320738
65,110680464442257320737,226709703000,1706396123,1706396123,110680464442257320737
66,110680464442257320736,227046654504,1706392523,1706392523,110680464442257320736
67,110680464442257320735,227035184214,1706388947,1706388947,110680464442257320735
68,110680464442257320734,227574510000,1706385347,1706385347,110680464442257320734
69,110680464442257320733,226695020430,1706381747,1706381747,110680464442257320733
70,110680464442257320732,226606844964,1706378147,1706378147,110680464442257320732
71,110680464442257320731,226464095913,1706374535,1706374535,110680464442257320731
72,110680464442257320730,226936990000,1706370935,1706370935,110680464442257320730
73,110680464442257320729,226893273791,1706367335,1706367335,110680464442257320729
74,110680464442257320728,226762762647,1706363735,1706363735,110680464442257320728
75,110680464442257320727,226297940000,1706360135,1706360135,110680464442257320727
76,110680464442257320726,226728720418,1706356535,1706356535,110680464442257320726
77,110680464442257320725,226324420000,1706352935,1706352935,110680464442257320725
78,110680464442257320724,226737989076,1706349323,1706349323,110680464442257320724
79,110680464442257320723,225684823829,1706345723,1706345723,110680464442257320723
80,110680464442257320722,225793000000,1706342435,1706342435,110680464442257320722
81,110680464442257320721,225676422754,1706342123,1706342123,110680464442257320721
82,110680464442257320720,226490000000,1706338523,1706338523,110680464442257320720
83,110680464442257320719,226223695221,1706334923,1706334923,110680464442257320719
84,110680464442257320718,226258054696,1706334683,1706334683,110680464442257320718
85,110680464442257320717,227442381628,1706331323,1706331323,110680464442257320717
86,110680464442257320716,227478699000,1706327747,1706327747,110680464442257320716
87,110680464442257320715,227495000000,1706324147,1706324147,110680464442257320715
88,110680464442257320714,226873712507,1706320547,1706320547,110680464442257320714
89,110680464442257320713,227913839217,1706316947,1706316947,110680464442257320713
90,110680464442257320712,226901011000,1706313335,1706313335,110680464442257320712
91,110680464442257320711,226803660000,1706309735,1706309735,110680464442257320711
92,110680464442257320710,227076707034,1706309651,1706309651,110680464442257320710
93,110680464442257320709,225920357895,1706306135,1706306135,110680464442257320709
94,110680464442257320708,225383000000,1706302535,1706302535,110680464442257320708
95,110680464442257320707,225760000000,1706298935,1706298935,110680464442257320707
96,110680464442257320706,225222200000,1706298419,1706298419,110680464442257320706
97,110680464442257320705,226374470036,1706295335,1706295335,110680464442257320705
98,110680464442257320704,226920800000,1706291747,1706291747,110680464442257320704
99,110680464442257320703,226734162535,1706289995,1706289995,110680464442257320703
100,110680464442257320702,227955148415,1706288135,1706288135,110680464442257320702
101,110680464442257320701,227137408177,1706285999,1706285999,110680464442257320701
102,110680464442257320700,225671000000,1706284523,1706284523,110680464442257320700
103,110680464442257320699,225212125000,1706280923,1706280923,110680464442257320699
104,110680464442257320698,224882058000,1706278751,1706278751,110680464442257320698
105,110680464442257320697,223726981163,1706277323,1706277323,110680464442257320697
106,110680464442257320696,224399678000,1706273723,1706273723,110680464442257320696
107,110680464442257320695,224409137851,1706273603,1706273603,110680464442257320695
108,110680464442257320694,225580000000,1706270147,1706270147,110680464442257320694
109,110680464442257320693,225771083060,1706269187,1706269187,110680464442257320693
110,110680464442257320692,224566695836,1706268239,1706268239,110680464442257320692
111,110680464442257320691,223368956213,1706266547,1706266547,110680464442257320691
112,110680464442257320690,222966279212,1706265647,1706265647,110680464442257320690
113,110680464442257320689,221589957898,1706262947,1706262947,110680464442257320689
114,110680464442257320688,221938251809,1706262287,1706262287,110680464442257320688
115,110680464442257320687,220794688092,1706259347,1706259347,110680464442257320687
116,110680464442257320686,220821583000,1706256947,1706256947,110680464442257320686
117,110680464442257320685,219594459298,1706256047,1706256047,110680464442257320685
118,110680464442257320684,219820000000,1706255747,1706255747,110680464442257320684
119,110680464442257320683,219830856763,1706255471,1706255471,110680464442257320683
120,110680464442257320682,221174469692,1706252159,1706252159,110680464442257320682
121,110680464442257320681,221057562000,1706252051,1706252051,110680464442257320681
122,110680464442257320680,222204459282,1706248535,1706248535,110680464442257320680
123,110680464442257320679,222325880000,1706244935,1706244935,110680464442257320679
124,110680464442257320678,222298000000,1706241335,1706241335,110680464442257320678
125,110680464442257320677,222514000000,1706237735,1706237735,110680464442257320677
126,110680464442257320676,223342040000,1706235719,1706235719,110680464442257320676
127,110680464442257320675,222186266706,1706234135,1706234135,110680464442257320675
128,110680464442257320674,221473522051,1706230535,1706230535,110680464442257320674
129,110680464442257320673,221822000000,1706226923,1706226923,110680464442257320673
130,110680464442257320672,222062682854,1706223335,1706223335,110680464442257320672
131,110680464442257320671,221763494746,1706219723,1706219723,110680464442257320671
132,110680464442257320670,221613000000,1706219003,1706219003,110680464442257320670
133,110680464442257320669,222827760881,1706216555,1706216555,110680464442257320669
134,110680464442257320668,221704244085,1706216123,1706216123,110680464442257320668
135,110680464442257320667,221719187684,1706212523,1706212523,110680464442257320667
136,110680464442257320666,222244673759,1706211563,1706211563,110680464442257320666
137,110680464442257320665,221026137517,1706208947,1706208947,110680464442257320665
138,110680464442257320664,221380009492,1706206607,1706206607,110680464442257320664
139,110680464442257320663,220119935000,1706205347,1706205347,110680464442257320663
140,110680464442257320662,219930000000,1706204771,1706204771,110680464442257320662
141,110680464442257320661,218822763196,1706203547,1706203547,110680464442257320661
142,110680464442257320660,217683000000,1706202527,1706202527,110680464442257320660
143,110680464442257320659,218804148529,1706201747,1706201747,110680464442257320659
144,110680464442257320658,218259411000,1706198147,1706198147,110680464442257320658
145,110680464442257320657,218825728304,1706197451,1706197451,110680464442257320657
146,110680464442257320656,219940143434,1706196407,1706196407,110680464442257320656
147,110680464442257320655,221056198000,1706194535,1706194535,110680464442257320655
148,110680464442257320654,220371290000,1706190935,1706190935,110680464442257320654
149,110680464442257320653,220837491416,1706187335,1706187335,110680464442257320653
150,110680464442257320652,220512589346,1706187155,1706187155,110680464442257320652
151,110680464442257320651,221678375293,1706185487,1706185487,110680464442257320651
152,110680464442257320650,222825920000,1706183735,1706183735,110680464442257320650
153,110680464442257320649,223794903421,1706180135,1706180135,110680464442257320649
154,110680464442257320648,223441000000,1706179715,1706179715,110680464442257320648
155,110680464442257320647,222310966495,1706176535,1706176535,110680464442257320647
156,110680464442257320646,222440000000,1706172935,1706172935,110680464442257320646
157,110680464442257320645,222644845935,1706169635,1706169635,110680464442257320645
158,110680464442257320644,222424164000,1706169335,1706169335,110680464442257320644
159,110680464442257320643,222348334476,1706165735,1706165735,110680464442257320643
160,110680464442257320642,222310000000,1706165615,1706165615,110680464442257320642
161,110680464442257320641,221040000000,1706162123,1706162123,110680464442257320641
162,110680464442257320640,221252000000,1706158523,1706158523,110680464442257320640
163,110680464442257320639,221605000000,1706154923,1706154923,110680464442257320639
164,110680464442257320638,221788798000,1706153267,1706153267,110680464442257320638
165,110680464442257320637,220684220000,1706151323,1706151323,110680464442257320637
166,110680464442257320636,221134871011,1706147747,1706147747,110680464442257320636
167,110680464442257320635,222136439630,1706146667,1706146667,110680464442257320635
168,110680464442257320634,223318844000,1706144147,1706144147,110680464442257320634
169,110680464442257320633,223586426180,1706140547,1706140547,110680464442257320633
170,110680464442257320632,223224000000,1706138483,1706138483,110680464442257320632
171,110680464442257320631,221968372503,1706136911,1706136911,110680464442257320631
172,110680464442257320630,221243000000,1706133347,1706133347,110680464442257320630
173,110680464442257320629,221380000000,1706131691,1706131691,110680464442257320629
174,110680464442257320628,220208000000,1706129771,1706129771,110680464442257320628
175,110680464442257320627,220126124000,1706129255,1706129255,110680464442257320627
176,110680464442257320626,221263000000,1706128415,1706128415,110680464442257320626
177,110680464442257320625,222405040000,1706127071,1706127071,110680464442257320625
178,110680464442257320624,221218000000,1706126135,1706126135,110680464442257320624
179,110680464442257320623,221417838000,1706122535,1706122535,110680464442257320623
180,110680464442257320622,221628989000,1706120915,1706120915,110680464442257320622
181,110680464442257320621,220481107913,1706120555,1706120555,110680464442257320621
182,110680464442257320620,222147000000,1706120051,1706120051,110680464442257320620
183,110680464442257320619,223323138601,1706118935,1706118935,110680464442257320619
184,110680464442257320618,224033000000,1706115335,1706115335,110680464442257320618
185,110680464442257320617,223303401643,1706111735,1706111735,110680464442257320617
186,110680464442257320616,223772834397,1706111015,1706111015,110680464442257320616
187,110680464442257320615,222530000000,1706108135,1706108135,110680464442257320615
188,110680464442257320614,222365886868,1706108099,1706108099,110680464442257320614
189,110680464442257320613,223740000000,1706107163,1706107163,110680464442257320613
190,110680464442257320612,222510000000,1706107043,1706107043,110680464442257320612
191,110680464442257320611,223691348000,1706106803,1706106803,110680464442257320611
192,110680464442257320610,222510000000,1706104523,1706104523,110680464442257320610
193,110680464442257320609,222365983517,1706104079,1706104079,110680464442257320609
194,110680464442257320608,223555000000,1706100923,1706100923,110680464442257320608
195,110680464442257320607,224298422831,1706097323,1706097323,110680464442257320607
196,110680464442257320606,224287000000,1706095103,1706095103,110680464442257320606
197,110680464442257320605,225438612018,1706093723,1706093723,110680464442257320605
198,110680464442257320604,226086673697,1706093279,1706093279,110680464442257320604
199,110680464442257320603,224959804429,1706092943,1706092943,110680464442257320603
200,110680464442257320602,223785000000,1706090123,1706090123,110680464442257320602
201,110680464442257320601,223637000000,1706086559,1706086559,110680464442257320601
202,110680464442257320600,223280802489,1706083247,1706083247,110680464442257320600
203,110680464442257320599,223319503000,1706082947,1706082947,110680464442257320599
204,110680464442257320598,224229664000,1706081027,1706081027,110680464442257320598
205,110680464442257320597,223108890000,1706079407,1706079407,110680464442257320597
206,110680464442257320596,223066000000,1706079383,1706079383,110680464442257320596
207,110680464442257320595,222212104354,1706075747,1706075747,110680464442257320595
208,110680464442257320594,222511696000,1706074211,1706074211,110680464442257320594
209,110680464442257320593,221403948360,1706072147,1706072147,110680464442257320593
210,110680464442257320592,221270454888,1706068535,1706068535,110680464442257320592
211,110680464442257320591,222064288048,1706064935,1706064935,110680464442257320591
212,110680464442257320590,222333000000,1706061335,1706061335,110680464442257320590
213,110680464442257320589,222423428000,1706060159,1706060159,110680464442257320589
214,110680464442257320588,223681684087,1706058275,1706058275,110680464442257320588
215,110680464442257320587,224846185351,1706057735,1706057735,110680464442257320587
216,110680464442257320586,224307000000,1706054123,1706054123,110680464442257320586
217,110680464442257320585,224121342757,1706052419,1706052419,110680464442257320585
218,110680464442257320584,222693617996,1706050523,1706050523,110680464442257320584
219,110680464442257320583,222420000000,1706049743,1706049743,110680464442257320583
220,110680464442257320582,221210000000,1706047679,1706047679,110680464442257320582
221,110680464442257320581,219904000000,1706046923,1706046923,110680464442257320581
222,110680464442257320580,219540663000,1706043323,1706043323,110680464442257320580
223,110680464442257320579,219778000000,1706040887,1706040887,110680464442257320579
224,110680464442257320578,218644007715,1706039723,1706039723,110680464442257320578
225,110680464442257320577,218424280000,1706036927,1706036927,110680464442257320577
226,110680464442257320576,219615810000,1706036147,1706036147,110680464442257320576
227,110680464442257320575,219723634406,1706035763,1706035763,110680464442257320575
228,110680464442257320574,220900439235,1706034347,1706034347,110680464442257320574
229,110680464442257320573,222060000000,1706033831,1706033831,110680464442257320573
230,110680464442257320572,220767299469,1706032547,1706032547,110680464442257320572
231,110680464442257320571,220845650000,1706032307,1706032307,110680464442257320571
232,110680464442257320570,222194000000,1706029271,1706029271,110680464442257320570
233,110680464442257320569,220793000000,1706028947,1706028947,110680464442257320569
234,110680464442257320568,220154000000,1706026331,1706026331,110680464442257320568
235,110680464442257320567,221366437454,1706025347,1706025347,110680464442257320567
236,110680464442257320566,222286640000,1706024447,1706024447,110680464442257320566
237,110680464442257320565,221014570893,1706022287,1706022287,110680464442257320565
238,110680464442257320564,219899758124,1706022131,1706022131,110680464442257320564
239,110680464442257320563,218710646478,1706021747,1706021747,110680464442257320563
240,110680464442257320562,218085624214,1706020331,1706020331,110680464442257320562
241,110680464442257320561,219278750396,1706020091,1706020091,110680464442257320561
242,110680464442257320560,217993000000,1706019935,1706019935,110680464442257320560
243,110680464442257320559,216898480000,1706019731,1706019731,110680464442257320559
244,110680464442257320558,218095646000,1706019251,1706019251,110680464442257320558
245,110680464442257320557,216940718000,1706019095,1706019095,110680464442257320557
246,110680464442257320556,218180000000,1706018711,1706018711,110680464442257320556
247,110680464442257320555,219352485694,1706018435,1706018435,110680464442257320555
248,110680464442257320554,220467352000,1706018135,1706018135,110680464442257320554
249,110680464442257320553,220421598062,1706017775,1706017775,110680464442257320553
250,110680464442257320552,221587817213,1706017031,1706017031,110680464442257320552
251,110680464442257320551,220453218000,1706016767,1706016767,110680464442257320551
252,110680464442257320550,221620672230,1706014535,1706014535,110680464442257320550
253,110680464442257320549,221389344638,1706014211,1706014211,110680464442257320549
254,110680464442257320548,220262528401,1706013191,1706013191,110680464442257320548
255,110680464442257320547,221708335016,1706011271,1706011271,110680464442257320547
256,110680464442257320546,220527164260,1706010935,1706010935,110680464442257320546
257,110680464442257320545,220887718389,1706010455,1706010455,110680464442257320545
258,110680464442257320544,222239160000,1706007335,1706007335,110680464442257320544
259,110680464442257320543,222586020000,1706006891,1706006891,110680464442257320543
260,110680464442257320542,223705814000,1706005739,1706005739,110680464442257320542
261,110680464442257320541,222514698000,1706004395,1706004395,110680464442257320541
262,110680464442257320540,221382603151,1706003939,1706003939,110680464442257320540
263,110680464442257320539,222626000000,1706003735,1706003735,110680464442257320539
264,110680464442257320538,223739227957,1706002199,1706002199,110680464442257320538
265,110680464442257320537,225928840000,1706001935,1706001935,110680464442257320537
266,110680464442257320536,227075228445,1706001095,1706001095,110680464442257320536
267,110680464442257320535,228312000000,1706000951,1706000951,110680464442257320535
268,110680464442257320534,229481443178,1706000135,1706000135,110680464442257320534
269,110680464442257320533,229311071508,1705999799,1705999799,110680464442257320533
270,110680464442257320532,230618000000,1705997759,1705997759,110680464442257320532
271,110680464442257320531,232075539456,1705996835,1705996835,110680464442257320531
272,110680464442257320530,231484660000,1705996523,1705996523,110680464442257320530
273,110680464442257320529,231865275113,1705996475,1705996475,110680464442257320529
274,110680464442257320528,233126084826,1705994999,1705994999,110680464442257320528
275,110680464442257320527,234300780000,1705992923,1705992923,110680464442257320527
276,110680464442257320526,234517753146,1705989323,1705989323,110680464442257320526
277,110680464442257320525,234339086966,1705985723,1705985723,110680464442257320525
278,110680464442257320524,234850897712,1705983887,1705983887,110680464442257320524
279,110680464442257320523,233681259765,1705982123,1705982123,110680464442257320523
280,110680464442257320522,233670346000,1705978547,1705978547,110680464442257320522
281,110680464442257320521,233134000000,1705974947,1705974947,110680464442257320521
282,110680464442257320520,232380150000,1705971347,1705971347,110680464442257320520
283,110680464442257320519,232034382579,1705968551,1705968551,110680464442257320519
284,110680464442257320518,230860630749,1705967747,1705967747,110680464442257320518
285,110680464442257320517,231862236000,1705964159,1705964159,110680464442257320517
286,110680464442257320516,231589727518,1705963871,1705963871,110680464442257320516
287,110680464442257320515,230353000000,1705963631,1705963631,110680464442257320515
288,110680464442257320514,231521977810,1705963007,1705963007,110680464442257320514
289,110680464442257320513,232956854000,1705960535,1705960535,110680464442257320513
290,110680464442257320512,232593001110,1705958135,1705958135,110680464442257320512
291,110680464442257320511,233762000000,1705956995,1705956995,110680464442257320511
292,110680464442257320510,233858866281,1705956971,1705956971,110680464442257320510
293,110680464442257320509,234548536000,1705955255,1705955255,110680464442257320509
294,110680464442257320508,233368548000,1705954571,1705954571,110680464442257320508
295,110680464442257320507,232064000000,1705953335,1705953335,110680464442257320507
296,110680464442257320506,231462000000,1705952495,1705952495,110680464442257320506
297,110680464442257320505,232769091830,1705951871,1705951871,110680464442257320505
298,110680464442257320504,234159867101,1705951031,1705951031,110680464442257320504
299,110680464442257320503,235480197941,1705950875,1705950875,110680464442257320503
300,110680464442257320502,237168192779,1705949735,1705949735,110680464442257320502
301,110680464442257320501,236290960347,1705949195,1705949195,110680464442257320501
302,110680464442257320500,237525674842,1705946135,1705946135,110680464442257320500
303,110680464442257320499,237023069146,1705943579,1705943579,110680464442257320499
304,110680464442257320498,235820000000,1705943315,1705943315,110680464442257320498
305,110680464442257320497,237016000000,1705942535,1705942535,110680464442257320497
306,110680464442257320496,236723256000,1705940039,1705940039,110680464442257320496
307,110680464442257320495,237956969878,1705938947,1705938947,110680464442257320495
308,110680464442257320494,237685000000,1705938779,1705938779,110680464442257320494
309,110680464442257320493,236487243683,1705937939,1705937939,110680464442257320493
310,110680464442257320492,235274000000,1705937075,1705937075,110680464442257320492
311,110680464442257320491,236600441388,1705935335,1705935335,110680464442257320491
312,110680464442257320490,235652221000,1705934999,1705934999,110680464442257320490
313,110680464442257320489,237112468000,1705933163,1705933163,110680464442257320489
314,110680464442257320488,238598878000,1705931723,1705931723,110680464442257320488
315,110680464442257320487,238887834000,1705928999,1705928999,110680464442257320487
316,110680464442257320486,237548235812,1705928123,1705928123,110680464442257320486
317,110680464442257320485,237327620277,1705925567,1705925567,110680464442257320485
318,110680464442257320484,238523666576,1705924535,1705924535,110680464442257320484
319,110680464442257320483,238696075000,1705921751,1705921751,110680464442257320483
320,110680464442257320482,237358000000,1705920935,1705920935,110680464442257320482
321,110680464442257320481,236409716960,1705919315,1705919315,110680464442257320481
322,110680464442257320480,237679641000,1705918955,1705918955,110680464442257320480
323,110680464442257320479,238924738322,1705917359,1705917359,110680464442257320479
324,110680464442257320478,239197000000,1705917131,1705917131,110680464442257320478
325,110680464442257320477,240550000000,1705913735,1705913735,110680464442257320477
326,110680464442257320476,240531543861,1705912319,1705912319,110680464442257320476
327,110680464442257320475,241808774337,1705910423,1705910423,110680464442257320475
328,110680464442257320474,241850402908,1705910123,1705910123,110680464442257320474
329,110680464442257320473,242935000000,1705906523,1705906523,110680464442257320473
330,110680464442257320472,242510630471,1705902923,1705902923,110680464442257320472
331,110680464442257320471,241689693966,1705900679,1705900679,110680464442257320471
332,110680464442257320470,240464000000,1705899647,1705899647,110680464442257320470
333,110680464442257320469,241942386294,1705899323,1705899323,110680464442257320469
334,110680464442257320468,242196579000,1705897103,1705897103,110680464442257320468
335,110680464442257320467,243431424056,1705895879,1705895879,110680464442257320467
336,110680464442257320466,243369541886,1705895783,1705895783,110680464442257320466
337,110680464442257320465,243370000000,1705892135,1705892135,110680464442257320465
338,110680464442257320464,243790000000,1705888547,1705888547,110680464442257320464
339,110680464442257320463,244687000000,1705886267,1705886267,110680464442257320463
340,110680464442257320462,245955960745,1705884947,1705884947,110680464442257320462
341,110680464442257320461,245279322594,1705881347,1705881347,110680464442257320461
342,110680464442257320460,246062000000,1705877747,1705877747,110680464442257320460
343,110680464442257320459,247206968000,1705874135,1705874135,110680464442257320459
344,110680464442257320458,246590673307,1705870535,1705870535,110680464442257320458
345,110680464442257320457,247210000000,1705866935,1705866935,110680464442257320457
346,110680464442257320456,247312000000,1705863347,1705863347,110680464442257320456
347,110680464442257320455,247418894668,1705859735,1705859735,110680464442257320455
348,110680464442257320454,246870045136,1705856135,1705856135,110680464442257320454
349,110680464442257320453,246740000000,1705852535,1705852535,110680464442257320453
350,110680464442257320452,246543649330,1705851575,1705851575,110680464442257320452
351,110680464442257320451,247830000000,1705848923,1705848923,110680464442257320451
352,110680464442257320450,247808548408,1705845323,1705845323,110680464442257320450
353,110680464442257320449,247170000000,1705841723,1705841723,110680464442257320449
354,110680464442257320448,247173000000,1705838123,1705838123,110680464442257320448
355,110680464442257320447,247846000000,1705834523,1705834523,110680464442257320447
356,110680464442257320446,247524565805,1705830923,1705830923,110680464442257320446
357,110680464442257320445,247358217000,1705827347,1705827347,110680464442257320445
358,110680464442257320444,247492968000,1705824047,1705824047,110680464442257320444
359,110680464442257320443,247351642407,1705823747,1705823747,110680464442257320443
360,110680464442257320442,246876000000,1705820147,1705820147,110680464442257320442
361,110680464442257320441,247202984745,1705816547,1705816547,110680464442257320441
362,110680464442257320440,247294876298,1705812935,1705812935,110680464442257320440
363,110680464442257320439,247350523972,1705809347,1705809347,110680464442257320439
364,110680464442257320438,247465653895,1705805735,1705805735,110680464442257320438
365,110680464442257320437,246731000000,1705802135,1705802135,110680464442257320437
366,110680464442257320436,246692479764,1705798523,1705798523,110680464442257320436
367,110680464442257320435,246792812000,1705794923,1705794923,110680464442257320435
368,110680464442257320434,247103488858,1705791323,1705791323,110680464442257320434
369,110680464442257320433,246493967507,1705787723,1705787723,110680464442257320433
370,110680464442257320432,246450670000,1705784123,1705784123,110680464442257320432
371,110680464442257320431,245963000000,1705780547,1705780547,110680464442257320431
372,110680464442257320430,245600000000,1705776923,1705776923,110680464442257320430
373,110680464442257320429,246146000000,1705773347,1705773347,110680464442257320429
374,110680464442257320428,245928000000,1705769747,1705769747,110680464442257320428
375,110680464442257320427,246329000000,1705766147,1705766147,110680464442257320427
376,110680464442257320426,246609122000,1705762547,1705762547,110680464442257320426
377,110680464442257320425,246901000000,1705758935,1705758935,110680464442257320425
378,110680464442257320424,246944183050,1705755335,1705755335,110680464442257320424
379,110680464442257320423,246989000000,1705751735,1705751735,110680464442257320423
380,110680464442257320422,246980617413,1705748135,1705748135,110680464442257320422
381,110680464442257320421,246398000000,1705744535,1705744535,110680464442257320421
382,110680464442257320420,247329767966,1705740935,1705740935,110680464442257320420
383,110680464442257320419,247730438080,1705737635,1705737635,110680464442257320419
384,110680464442257320418,247808810083,1705737323,1705737323,110680464442257320418
385,110680464442257320417,248110000000,1705733723,1705733723,110680464442257320417
386,110680464442257320416,247709990000,1705730159,1705730159,110680464442257320416
387,110680464442257320415,248292048050,1705726523,1705726523,110680464442257320415
388,110680464442257320414,247767720000,1705722923,1705722923,110680464442257320414
389,110680464442257320413,248377066059,1705719347,1705719347,110680464442257320413
390,110680464442257320412,248594332289,1705715747,1705715747,110680464442257320412
391,110680464442257320411,247849051000,1705712147,1705712147,110680464442257320411
392,110680464442257320410,248954933269,1705708547,1705708547,110680464442257320410
393,110680464442257320409,248789835000,1705704959,1705704959,110680464442257320409
394,110680464442257320408,248808737743,1705701335,1705701335,110680464442257320408
395,110680464442257320407,248560152184,1705697735,1705697735,110680464442257320407
396,110680464442257320406,249162337042,1705694135,1705694135,110680464442257320406
397,110680464442257320405,248521000000,1705691075,1705691075,110680464442257320405
398,110680464442257320404,249930000000,1705690535,1705690535,110680464442257320404
399,110680464442257320403,249012631000,1705690175,1705690175,110680464442257320403
400,110680464442257320402,247723365797,1705688879,1705688879,110680464442257320402
401,110680464442257320401,246342000000,1705686935,1705686935,110680464442257320401
402,110680464442257320400,246492780000,1705686719,1705686719,110680464442257320400
403,110680464442257320399,245266261000,1705685795,1705685795,110680464442257320399
404,110680464442257320398,243783124312,1705685039,1705685039,110680464442257320398
405,110680464442257320397,242508213754,1705683335,1705683335,110680464442257320397
406,110680464442257320396,242770000000,1705682951,1705682951,110680464442257320396
407,110680464442257320395,241474200000,1705682627,1705682627,110680464442257320395
408,110680464442257320394,242757000000,1705682387,1705682387,110680464442257320394
409,110680464442257320393,244006287000,1705681571,1705681571,110680464442257320393
410,110680464442257320392,245432195656,1705680611,1705680611,110680464442257320392
411,110680464442257320391,246715780000,1705679747,1705679747,110680464442257320391
412,110680464442257320390,246516569563,1705678067,1705678067,110680464442257320390
413,110680464442257320389,247891000000,1705677551,1705677551,110680464442257320389
414,110680464442257320388,246229061231,1705677011,1705677011,110680464442257320388
415,110680464442257320387,247477326873,1705676147,1705676147,110680464442257320387
416,110680464442257320386,247595981241,1705674407,1705674407,110680464442257320386
417,110680464442257320385,248841000000,1705672535,1705672535,110680464442257320385
418,110680464442257320384,248208000000,1705668935,1705668935,110680464442257320384
419,110680464442257320383,248723823360,1705665335,1705665335,110680464442257320383
420,110680464442257320382,248609550000,1705661735,1705661735,110680464442257320382
421,110680464442257320381,249140000000,1705659467,1705659467,110680464442257320381
422,110680464442257320380,247878819526,1705658147,1705658147,110680464442257320380
