,round,answer,start,update,answeredInRound
117,110680464442257320270,4063978360464,1706266547,1706266547,110680464442257320270
118,110680464442257320269,4063121000000,1706265647,1706265647,110680464442257320269
119,110680464442257320268,4042175000000,1706265431,1706265431,110680464442257320268
120,110680464442257320267,4021055823000,1706262935,1706262935,110680464442257320267
121,110680464442257320266,4035837633683,1706262335,1706262335,110680464442257320266
122,110680464442257320265,4010012512119,1706259335,1706259335,110680464442257320265
123,110680464442257320264,3996404932246,1706256035,1706256035,110680464442257320264
124,110680464442257320263,3996311900000,1706255735,1706255735,110680464442257320263
125,110680464442257320262,3999916000000,1706252135,1706252135,110680464442257320262
126,110680464442257320261,4010579567054,1706248535,1706248535,110680464442257320261
127,110680464442257320260,4012263931395,1706244947,1706244947,110680464442257320260
128,110680464442257320259,4007080207805,1706241323,1706241323,110680464442257320259
129,110680464442257320258,4008791627106,1706237723,1706237723,110680464442257320258
130,110680464442257320257,4012248157000,1706235779,1706235779,110680464442257320257
131,110680464442257320256,3992152009415,1706234123,1706234123,110680464442257320256
132,110680464442257320255,3990225056267,1706230559,1706230559,110680464442257320255
133,110680464442257320254,3992725180773,1706226923,1706226923,110680464442257320254
134,110680464442257320253,3993522014537,1706223323,1706223323,110680464442257320253
135,110680464442257320252,3990350934333,1706219747,1706219747,110680464442257320252
136,110680464442257320251,3989942916039,1706216579,1706216579,110680464442257320251
137,110680464442257320250,3968906856405,1706216111,1706216111,110680464442257320250
138,110680464442257320249,3973196576821,1706215511,1706215511,110680464442257320249
139,110680464442257320248,3993324899468,1706212547,1706212547,110680464442257320248
140,110680464442257320247,3983705362408,1706208947,1706208947,110680464442257320247
141,110680464442257320246,3974600000000,1706207627,1706207627,110680464442257320246
142,110680464442257320245,3999095421027,1706206691,1706206691,110680464442257320245
143,110680464442257320244,3978387800000,1706205335,1706205335,110680464442257320244
144,110680464442257320243,3971970728534,1706201735,1706201735,110680464442257320243
145,110680464442257320242,3964687616686,1706198147,1706198147,110680464442257320242
146,110680464442257320241,3978606000000,1706196467,1706196467,110680464442257320241
147,110680464442257320240,4000325085000,1706194547,1706194547,110680464442257320240
148,110680464442257320239,3986495534369,1706190947,1706190947,110680464442257320239
149,110680464442257320238,3986203000000,1706187347,1706187347,110680464442257320238
150,110680464442257320237,3991856000000,1706185931,1706185931,110680464442257320237
151,110680464442257320236,4014275291141,1706183735,1706183735,110680464442257320236
152,110680464442257320235,4009173505122,1706180135,1706180135,110680464442257320235
153,110680464442257320234,4004818317049,1706176535,1706176535,110680464442257320234
154,110680464442257320233,4007848408738,1706172935,1706172935,110680464442257320233
155,110680464442257320232,4010818560293,1706169635,1706169635,110680464442257320232
156,110680464442257320231,4009458059278,1706169335,1706169335,110680464442257320231
157,110680464442257320230,4001460000000,1706165735,1706165735,110680464442257320230
158,110680464442257320229,3986673950506,1706162135,1706162135,110680464442257320229
159,110680464442257320228,3994596085520,1706158535,1706158535,110680464442257320228
160,110680464442257320227,3999019000000,1706154935,1706154935,110680464442257320227
161,110680464442257320226,3993082826860,1706151335,1706151335,110680464442257320226
162,110680464442257320225,3994822000000,1706147735,1706147735,110680464442257320225
163,110680464442257320224,3993946571755,1706147711,1706147711,110680464442257320224
164,110680464442257320223,4014266100000,1706144135,1706144135,110680464442257320223
165,110680464442257320222,4011688077000,1706140535,1706140535,110680464442257320222
166,110680464442257320221,4005850749062,1706138411,1706138411,110680464442257320221
167,110680464442257320220,3984014900000,1706136971,1706136971,110680464442257320220
168,110680464442257320219,3974614000000,1706133323,1706133323,110680464442257320219
169,110680464442257320218,3964092270602,1706129723,1706129723,110680464442257320218
170,110680464442257320217,3970559318402,1706128919,1706128919,110680464442257320217
171,110680464442257320216,3990519000000,1706126819,1706126819,110680464442257320216
172,110680464442257320215,3970461000000,1706126123,1706126123,110680464442257320215
173,110680464442257320214,3975154571318,1706122523,1706122523,110680464442257320214
174,110680464442257320213,3965677285972,1706120603,1706120603,110680464442257320213
175,110680464442257320212,3985726553615,1706120363,1706120363,110680464442257320212
176,110680464442257320211,4006601393833,1706118923,1706118923,110680464442257320211
177,110680464442257320210,4012644583072,1706115347,1706115347,110680464442257320210
178,110680464442257320209,4001661480643,1706111747,1706111747,110680464442257320209
179,110680464442257320208,4007684800000,1706110967,1706110967,110680464442257320208
180,110680464442257320207,3986800000000,1706108147,1706108147,110680464442257320207
181,110680464442257320206,3991009080566,1706106971,1706106971,110680464442257320206
182,110680464442257320205,4014675000000,1706106791,1706106791,110680464442257320205
183,110680464442257320204,3992429000000,1706104535,1706104535,110680464442257320204
184,110680464442257320203,4005940164321,1706100935,1706100935,110680464442257320203
185,110680464442257320202,4018240771285,1706097335,1706097335,110680464442257320202
186,110680464442257320201,4011552757948,1706096651,1706096651,110680464442257320201
187,110680464442257320200,4032368800000,1706093747,1706093747,110680464442257320200
188,110680464442257320199,4040836000000,1706093195,1706093195,110680464442257320199
189,110680464442257320198,4020144294492,1706092931,1706092931,110680464442257320198
190,110680464442257320197,3999410726000,1706090135,1706090135,110680464442257320197
191,110680464442257320196,3994875237856,1706086535,1706086535,110680464442257320196
192,110680464442257320195,3995137825000,1706083235,1706083235,110680464442257320195
193,110680464442257320194,3991998378283,1706082935,1706082935,110680464442257320194
194,110680464442257320193,4005543830099,1706080955,1706080955,110680464442257320193
195,110680464442257320192,3984629088000,1706079323,1706079323,110680464442257320192
196,110680464442257320191,3971018695581,1706075723,1706075723,110680464442257320191
197,110680464442257320190,3965233985935,1706072123,1706072123,110680464442257320190
198,110680464442257320189,3958462150325,1706068559,1706068559,110680464442257320189
199,110680464442257320188,3971326158990,1706064923,1706064923,110680464442257320188
200,110680464442257320187,3980738120000,1706061359,1706061359,110680464442257320187
201,110680464442257320186,3997393126000,1706058707,1706058707,110680464442257320186
202,110680464442257320185,4018132000000,1706057747,1706057747,110680464442257320185
203,110680464442257320184,4005265500000,1706057267,1706057267,110680464442257320184
204,110680464442257320183,3983676901039,1706054147,1706054147,110680464442257320183
205,110680464442257320182,3973237087368,1706052431,1706052431,110680464442257320182
206,110680464442257320181,3948120345481,1706050547,1706050547,110680464442257320181
207,110680464442257320180,3939991000000,1706048627,1706048627,110680464442257320180
208,110680464442257320179,3917584240000,1706046947,1706046947,110680464442257320179
209,110680464442257320178,3915689000000,1706043347,1706043347,110680464442257320178
210,110680464442257320177,3934393080471,1706042975,1706042975,110680464442257320177
211,110680464442257320176,3913162600000,1706039735,1706039735,110680464442257320176
212,110680464442257320175,3921371813000,1706038331,1706038331,110680464442257320175
213,110680464442257320174,3901504103194,1706036975,1706036975,110680464442257320174
214,110680464442257320173,3923039865639,1706036135,1706036135,110680464442257320173
215,110680464442257320172,3935175832472,1706034731,1706034731,110680464442257320172
216,110680464442257320171,3957683000000,1706033831,1706033831,110680464442257320171
217,110680464442257320170,3936116900000,1706032535,1706032535,110680464442257320170
218,110680464442257320169,3941428000000,1706029319,1706029319,110680464442257320169
219,110680464442257320168,3921764786753,1706028935,1706028935,110680464442257320168
220,110680464442257320167,3914609100000,1706028479,1706028479,110680464442257320167
221,110680464442257320166,3893084377098,1706026595,1706026595,110680464442257320166
222,110680464442257320165,3912685100000,1706025335,1706025335,110680464442257320165
223,110680464442257320164,3913570000000,1706025155,1706025155,110680464442257320164
224,110680464442257320163,3933392000000,1706024519,1706024519,110680464442257320163
225,110680464442257320162,3909916000000,1706024435,1706024435,110680464442257320162
226,110680464442257320161,3889911602193,1706022275,1706022275,110680464442257320161
227,110680464442257320160,3868501662244,1706021723,1706021723,110680464442257320160
228,110680464442257320159,3869375769958,1706018663,1706018663,110680464442257320159
229,110680464442257320158,3892400900000,1706018135,1706018135,110680464442257320158
230,110680464442257320157,3890949000000,1706014523,1706014523,110680464442257320157
231,110680464442257320156,3887549661000,1706011367,1706011367,110680464442257320156
232,110680464442257320155,3867622781000,1706010923,1706010923,110680464442257320155
233,110680464442257320154,3869338013758,1706010239,1706010239,110680464442257320154
234,110680464442257320153,3888939305887,1706007323,1706007323,110680464442257320153
235,110680464442257320152,3903700000000,1706005307,1706005307,110680464442257320152
236,110680464442257320151,3884011000000,1706005043,1706005043,110680464442257320151
237,110680464442257320150,3903782363599,1706003747,1706003747,110680464442257320150
238,110680464442257320149,3915244162000,1706003183,1706003183,110680464442257320149
239,110680464442257320148,3895432600000,1706002187,1706002187,110680464442257320148
240,110680464442257320147,3919681114252,1706001023,1706001023,110680464442257320147
241,110680464442257320146,3946281026996,1706000147,1706000147,110680464442257320146
242,110680464442257320145,3951300000000,1705999067,1705999067,110680464442257320145
243,110680464442257320144,3974515300000,1705996847,1705996847,110680464442257320144
244,110680464442257320143,3969700000000,1705996547,1705996547,110680464442257320143
245,110680464442257320142,3974445667013,1705994987,1705994987,110680464442257320142
246,110680464442257320141,3996375350663,1705992947,1705992947,110680464442257320141
247,110680464442257320140,4004472971000,1705989347,1705989347,110680464442257320140
248,110680464442257320139,4004632127272,1705985735,1705985735,110680464442257320139
249,110680464442257320138,3997202961968,1705982135,1705982135,110680464442257320138
250,110680464442257320137,4001532166000,1705978535,1705978535,110680464442257320137
251,110680464442257320136,4000318296000,1705977311,1705977311,110680464442257320136
252,110680464442257320135,3980226000000,1705974935,1705974935,110680464442257320135
253,110680464442257320134,3982635874041,1705971335,1705971335,110680464442257320134
254,110680464442257320133,3966958129275,1705968875,1705968875,110680464442257320133
255,110680464442257320132,3947122700000,1705967735,1705967735,110680464442257320132
256,110680464442257320131,3959207771371,1705965935,1705965935,110680464442257320131
257,110680464442257320130,3982084200000,1705964135,1705964135,110680464442257320130
258,110680464442257320129,3975012442851,1705963835,1705963835,110680464442257320129
259,110680464442257320128,3955108512351,1705963619,1705963619,110680464442257320128
260,110680464442257320127,3976296200000,1705963019,1705963019,110680464442257320127
261,110680464442257320126,3996931754060,1705961555,1705961555,110680464442257320126
262,110680464442257320125,3975600000000,1705960883,1705960883,110680464442257320125
263,110680464442257320124,3997055946000,1705960523,1705960523,110680464442257320124
264,110680464442257320123,3991713484622,1705959575,1705959575,110680464442257320123
265,110680464442257320122,4012137000000,1705956923,1705956923,110680464442257320122
266,110680464442257320121,4015148052107,1705955183,1705955183,110680464442257320121
267,110680464442257320120,3994863000000,1705953863,1705953863,110680464442257320120
268,110680464442257320119,3972200000000,1705953323,1705953323,110680464442257320119
269,110680464442257320118,3976697095200,1705953263,1705953263,110680464442257320118
270,110680464442257320117,3956441374652,1705952519,1705952519,110680464442257320117
271,110680464442257320116,3977268314344,1705951943,1705951943,110680464442257320116
272,110680464442257320115,3998311474152,1705951043,1705951043,110680464442257320115
273,110680464442257320114,4020598887209,1705950899,1705950899,110680464442257320114
274,110680464442257320113,4040808878402,1705950263,1705950263,110680464442257320113
275,110680464442257320112,4019064403932,1705950047,1705950047,110680464442257320112
276,110680464442257320111,4040900000000,1705949723,1705949723,110680464442257320111
277,110680464442257320110,4038434000000,1705949627,1705949627,110680464442257320110
278,110680464442257320109,4016197000000,1705949387,1705949387,110680464442257320109
279,110680464442257320108,4048948500000,1705948223,1705948223,110680464442257320108
280,110680464442257320107,4070137707981,1705946123,1705946123,110680464442257320107
281,110680464442257320106,4055279215216,1705942547,1705942547,110680464442257320106
282,110680464442257320105,4049309447577,1705939967,1705939967,110680464442257320105
283,110680464442257320104,4074402839718,1705938947,1705938947,110680464442257320104
284,110680464442257320103,4062191121000,1705938467,1705938467,110680464442257320103
285,110680464442257320102,4040022000000,1705936763,1705936763,110680464442257320102
286,110680464442257320101,4062969486264,1705935347,1705935347,110680464442257320101
287,110680464442257320100,4066600000000,1705933163,1705933163,110680464442257320100
288,110680464442257320099,4091164000000,1705931711,1705931711,110680464442257320099
289,110680464442257320098,4084997000000,1705931111,1705931111,110680464442257320098
290,110680464442257320097,4105776543097,1705928951,1705928951,110680464442257320097
291,110680464442257320096,4083965017770,1705928135,1705928135,110680464442257320096
292,110680464442257320095,4085456704986,1705924535,1705924535,110680464442257320095
293,110680464442257320094,4083072286448,1705921751,1705921751,110680464442257320094
294,110680464442257320093,4060553837011,1705920935,1705920935,110680464442257320093
295,110680464442257320092,4051808999999,1705919231,1705919231,110680464442257320092
296,110680464442257320091,4074394296000,1705917371,1705917371,110680464442257320091
297,110680464442257320090,4087839000000,1705913735,1705913735,110680464442257320090
298,110680464442257320089,4079063192811,1705912439,1705912439,110680464442257320089
299,110680464442257320088,4099806000000,1705910435,1705910435,110680464442257320088
300,110680464442257320087,4098076301309,1705910135,1705910135,110680464442257320087
301,110680464442257320086,4115466925420,1705906535,1705906535,110680464442257320086
302,110680464442257320085,4110927634884,1705902923,1705902923,110680464442257320085
303,110680464442257320084,4108569672317,1705902299,1705902299,110680464442257320084
304,110680464442257320083,4087298000000,1705899323,1705899323,110680464442257320083
305,110680464442257320082,4092363000000,1705899203,1705899203,110680464442257320082
306,110680464442257320081,4115021231821,1705895723,1705895723,110680464442257320081
307,110680464442257320080,4106190372759,1705895303,1705895303,110680464442257320080
308,110680464442257320079,4127790230167,1705892135,1705892135,110680464442257320079
309,110680464442257320078,4132892011659,1705888547,1705888547,110680464442257320078
310,110680464442257320077,4136300000000,1705886243,1705886243,110680464442257320077
311,110680464442257320076,4162186544734,1705884947,1705884947,110680464442257320076
312,110680464442257320075,4154342386045,1705881347,1705881347,110680464442257320075
313,110680464442257320074,4162728232454,1705877759,1705877759,110680464442257320074
314,110680464442257320073,4176529900000,1705874159,1705874159,110680464442257320073
315,110680464442257320072,4161812596550,1705870535,1705870535,110680464442257320072
316,110680464442257320071,4169454709487,1705866935,1705866935,110680464442257320071
317,110680464442257320070,4165500000000,1705863335,1705863335,110680464442257320070
318,110680464442257320069,4166880115450,1705859735,1705859735,110680464442257320069
319,110680464442257320068,4158015552004,1705856135,1705856135,110680464442257320068
320,110680464442257320067,4164930151212,1705852535,1705852535,110680464442257320067
321,110680464442257320066,4179139000000,1705848935,1705848935,110680464442257320066
322,110680464442257320065,4182812651654,1705845323,1705845323,110680464442257320065
323,110680464442257320064,4174224612048,1705841723,1705841723,110680464442257320064
324,110680464442257320063,4169246787907,1705838123,1705838123,110680464442257320063
325,110680464442257320062,4178745658387,1705834523,1705834523,110680464442257320062
326,110680464442257320061,4171295708597,1705830923,1705830923,110680464442257320061
327,110680464442257320060,4165000000000,1705827347,1705827347,110680464442257320060
328,110680464442257320059,4163775223000,1705824047,1705824047,110680464442257320059
329,110680464442257320058,4164027699065,1705823747,1705823747,110680464442257320058
330,110680464442257320057,4158000000000,1705820147,1705820147,110680464442257320057
331,110680464442257320056,4162400000000,1705816547,1705816547,110680464442257320056
332,110680464442257320055,4165972145344,1705812947,1705812947,110680464442257320055
333,110680464442257320054,4167274199360,1705809335,1705809335,110680464442257320054
334,110680464442257320053,4168788294296,1705805735,1705805735,110680464442257320053
335,110680464442257320052,4164514000000,1705802135,1705802135,110680464442257320052
336,110680464442257320051,4163349601589,1705798535,1705798535,110680464442257320051
337,110680464442257320050,4164738155530,1705794935,1705794935,110680464442257320050
338,110680464442257320049,4177476441063,1705791335,1705791335,110680464442257320049
339,110680464442257320048,4174751750400,1705787723,1705787723,110680464442257320048
340,110680464442257320047,4170818815838,1705784123,1705784123,110680464442257320047
341,110680464442257320046,4161639743775,1705780523,1705780523,110680464442257320046
342,110680464442257320045,4158739222672,1705776923,1705776923,110680464442257320045
343,110680464442257320044,4156450000000,1705773323,1705773323,110680464442257320044
344,110680464442257320043,4155343626883,1705769771,1705769771,110680464442257320043
345,110680464442257320042,4153973281547,1705766147,1705766147,110680464442257320042
346,110680464442257320041,4155091000000,1705762547,1705762547,110680464442257320041
347,110680464442257320040,4158977154000,1705758947,1705758947,110680464442257320040
348,110680464442257320039,4158170935741,1705755347,1705755347,110680464442257320039
349,110680464442257320038,4157697451611,1705751735,1705751735,110680464442257320038
350,110680464442257320037,4156308009000,1705748135,1705748135,110680464442257320037
351,110680464442257320036,4145449000000,1705744535,1705744535,110680464442257320036
352,110680464442257320035,4155687100000,1705740935,1705740935,110680464442257320035
353,110680464442257320034,4163869200000,1705737635,1705737635,110680464442257320034
354,110680464442257320033,4163762206558,1705737335,1705737335,110680464442257320033
355,110680464442257320032,4163192733253,1705733735,1705733735,110680464442257320032
356,110680464442257320031,4158616250074,1705730159,1705730159,110680464442257320031
357,110680464442257320030,4162924285894,1705726523,1705726523,110680464442257320030
358,110680464442257320029,4157182300000,1705722947,1705722947,110680464442257320029
359,110680464442257320028,4158804260706,1705719323,1705719323,110680464442257320028
360,110680464442257320027,4160802132000,1705715723,1705715723,110680464442257320027
361,110680464442257320026,4147500000000,1705712147,1705712147,110680464442257320026
362,110680464442257320025,4161185000000,1705708547,1705708547,110680464442257320025
363,110680464442257320024,4162827000000,1705704947,1705704947,110680464442257320024
364,110680464442257320023,4163706561714,1705701347,1705701347,110680464442257320023
365,110680464442257320022,4171406000000,1705698107,1705698107,110680464442257320022
366,110680464442257320021,4149400000000,1705697987,1705697987,110680464442257320021
367,110680464442257320020,4175714149892,1705697747,1705697747,110680464442257320020
368,110680464442257320019,4178034009757,1705697687,1705697687,110680464442257320019
369,110680464442257320018,4200392000000,1705695035,1705695035,110680464442257320018
370,110680464442257320017,4177068935000,1705694135,1705694135,110680464442257320017
371,110680464442257320016,4168674000000,1705690931,1705690931,110680464442257320016
372,110680464442257320015,4190072020000,1705690535,1705690535,110680464442257320015
373,110680464442257320014,4181540114491,1705690415,1705690415,110680464442257320014
374,110680464442257320013,4157500000000,1705690235,1705690235,110680464442257320013
375,110680464442257320012,4130100000000,1705689071,1705689071,110680464442257320012
376,110680464442257320011,4109149901877,1705686935,1705686935,110680464442257320011
377,110680464442257320010,4098581607384,1705685831,1705685831,110680464442257320010
378,110680464442257320009,4076284000000,1705685735,1705685735,110680464442257320009
379,110680464442257320008,4055583332055,1705684571,1705684571,110680464442257320008
380,110680464442257320007,4032671116457,1705683335,1705683335,110680464442257320007
381,110680464442257320006,4032280333000,1705682591,1705682591,110680464442257320006
382,110680464442257320005,4053256000000,1705681775,1705681775,110680464442257320005
383,110680464442257320004,4074266000000,1705681079,1705681079,110680464442257320004
384,110680464442257320003,4095891259000,1705679735,1705679735,110680464442257320003
385,110680464442257320002,4097613839000,1705679495,1705679495,110680464442257320002
386,110680464442257320001,4076904010307,1705678175,1705678175,110680464442257320001
387,110680464442257320000,4100567000000,1705676135,1705676135,110680464442257320000
388,110680464442257319999,4103917502752,1705675919,1705675919,110680464442257319999
389,110680464442257319998,4082497000000,1705675739,1705675739,110680464442257319998
390,110680464442257319997,4105410608880,1705674407,1705674407,110680464442257319997
391,110680464442257319996,4126242077320,1705672523,1705672523,110680464442257319996
392,110680464442257319995,4127337000000,1705668923,1705668923,110680464442257319995
393,110680464442257319994,4141407529278,1705665323,1705665323,110680464442257319994
394,110680464442257319993,4139138713953,1705661723,1705661723,110680464442257319993
395,110680464442257319992,4133579570406,1705658123,1705658123,110680464442257319992
396,110680464442257319991,4129572000000,1705654547,1705654547,110680464442257319991
397,110680464442257319990,4122892000000,1705651247,1705651247,110680464442257319990
398,110680464442257319989,4126160000000,1705650947,1705650947,110680464442257319989
399,110680464442257319988,4139651841079,1705647347,1705647347,110680464442257319988
400,110680464442257319987,4138080679812,1705646867,1705646867,110680464442257319987
401,110680464442257319986,4115278211850,1705643747,1705643747,110680464442257319986
402,110680464442257319985,4110163778200,1705640135,1705640135,110680464442257319985
403,110680464442257319984,4096629000000,1705636535,1705636535,110680464442257319984
404,110680464442257319983,4083500861035,1705635131,1705635131,110680464442257319983
405,110680464442257319982,4105325000000,1705632935,1705632935,110680464442257319982
406,110680464442257319981,4106389876212,1705632131,1705632131,110680464442257319981
407,110680464442257319980,4128198866100,1705629335,1705629335,110680464442257319980
408,110680464442257319979,4125741236429,1705625735,1705625735,110680464442257319979
409,110680464442257319978,4125879620031,1705622135,1705622135,110680464442257319978
